"Team","Shot_Type","Sub_Type","X","Y","Shot_Outcome"
"Melbourne United","2pt","Pull Up Jump Shot",87.48,49.86,"Make"
"Tasmania JackJumpers","2pt","Driving Layup",9.24,46.34,"Make"
"Melbourne United","3pt","Jump Shot",73,80.08,"Miss"
"Tasmania JackJumpers","2pt","Pull Up Jump Shot",19.51,44.17,"Miss"
"Melbourne United","3pt","Jump Shot",84.35,3.52,"Miss"
"Tasmania JackJumpers","2pt","Jump Shot",12.74,54.2,"Make"
"Melbourne United","2pt","Driving Layup",86.54,47.7,"Miss"
"Melbourne United","2pt","Driving Layup",89.37,49.05,"Miss"
"Melbourne United","2pt","Reverse Layup",95,50,"Make"
"Melbourne United","3pt","Jump Shot",83.26,5.42,"Miss"
"Melbourne United","3pt","Fade Away",94.98,97.83,"Miss"
"Tasmania JackJumpers","2pt","Layup",8.52,57.99,"Miss"
"Melbourne United","2pt","Floating Jump Shot",81.37,58.94,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",27,19.38,"Make"
"Melbourne United","3pt","Jump Shot",93.23,4.2,"Miss"
"Tasmania JackJumpers","2pt","Dunk",5,50,"Make"
"Tasmania JackJumpers","2pt","Layup",9.9,44.31,"Miss"
"Melbourne United","2pt","Driving Layup",92.5,50.54,"Make"
"Melbourne United","3pt","Jump Shot",73.22,81.03,"Make"
"Tasmania JackJumpers","3pt","Step Back Jump Shot",29.55,71.27,"Miss"
"Melbourne United","2pt","Alley Oop Dunk",90.76,45.39,"Make"
"Melbourne United","3pt","Jump Shot",71.26,32.13,"Make"
"Tasmania JackJumpers","2pt","Driving Layup",13.2,49.77,"Miss"
"Melbourne United","2pt","Tip In",95,50,"Make"
"Melbourne United","2pt","Turn Around Jump Shot",88.34,39.52,"Miss"
"Tasmania JackJumpers","3pt","Step Back Jump Shot",26.96,11.76,"Miss"
"Melbourne United","2pt","Layup",88.58,57.47,"Miss"
"Tasmania JackJumpers","2pt","Layup",16.92,49.32,"Make"
"Tasmania JackJumpers","2pt","Hook Shot",11.74,46.15,"Make"
"Melbourne United","2pt","Dunk",95.63,47.36,"Make"
"Melbourne United","3pt","Jump Shot",74.74,14.78,"Miss"
"Melbourne United","2pt","Hook Shot",92.47,73.91,"Miss"
"Tasmania JackJumpers","2pt","Floating Jump Shot",16.19,46.3,"Make"
"Melbourne United","3pt","Jump Shot",29.91,84.01,"Miss"
"Brisbane Bullets","3pt","Jump Shot",66.08,48.24,"Miss"
"Melbourne United","2pt","Dunk",7.64,52.17,"Make"
"Melbourne United","2pt","Driving Layup",4.08,29.81,"Miss"
"Brisbane Bullets","3pt","Jump Shot",91.34,98.64,"Make"
"Brisbane Bullets","3pt","Jump Shot",76.06,16.26,"Miss"
"Melbourne United","3pt","Jump Shot",19.43,7.99,"Miss"
"Brisbane Bullets","2pt","Jump Shot",86.97,42.14,"Miss"
"Melbourne United","2pt","Dunk",9.1,47.02,"Miss"
"Melbourne United","2pt","Jump Shot",11.35,60.7,"Miss"
"Brisbane Bullets","3pt","Jump Shot",71.47,75.47,"Miss"
"Melbourne United","3pt","Jump Shot",25.84,82.38,"Miss"
"Brisbane Bullets","2pt","Layup",84.72,48.78,"Make"
"Melbourne United","2pt","Dunk",13.25,45.93,"Make"
"Brisbane Bullets","2pt","Turn Around Jump Shot",92.58,59.49,"Make"
"Melbourne United","2pt","Driving Layup",5.46,43.77,"Make"
"Brisbane Bullets","2pt","Driving Layup",87.26,57.59,"Miss"
"Melbourne United","3pt","Jump Shot",24.96,10.3,"Miss"
"Brisbane Bullets","3pt","Jump Shot",94.1,2.03,"Miss"
"Melbourne United","2pt","Driving Layup",12.15,46.07,"Miss"
"Melbourne United","3pt","Jump Shot",24.45,86.45,"Make"
"Brisbane Bullets","2pt","Tip In",95,50,"Make"
"Brisbane Bullets","2pt","Jump Shot",87.41,46.21,"Miss"
"Brisbane Bullets","2pt","Jump Shot",88.36,55.96,"Miss"
"Melbourne United","2pt","Driving Layup",6.4,51.49,"Make"
"Brisbane Bullets","3pt","Jump Shot",69.8,68.83,"Make"
"Brisbane Bullets","2pt","Turn Around Jump Shot",89.81,50.14,"Miss"
"Melbourne United","2pt","Driving Layup",10.26,49.73,"Make"
"Brisbane Bullets","2pt","Layup",91.34,48.51,"Make"
"Brisbane Bullets","2pt","Step Back Jump Shot",83.48,45.93,"Miss"
"Melbourne United","2pt","Turn Around Jump Shot",9.1,51.76,"Make"
"Melbourne United","2pt","Jump Shot",14.48,27.24,"Miss"
"Melbourne United","3pt","Jump Shot",25.18,81.71,"Miss"
"Brisbane Bullets","2pt","Tip In",95,50,"Make"
"Brisbane Bullets","2pt","Reverse Layup",93.45,57.05,"Miss"
"Melbourne United","2pt","Dunk",12.08,50.27,"Make"
"Melbourne United","2pt","Jump Shot",5.24,90.51,"Miss"
"Brisbane Bullets","2pt","Layup",91.63,46.48,"Miss"
"Brisbane Bullets","3pt","Jump Shot",64.48,45.39,"Miss"
"Brisbane Bullets","3pt","Jump Shot",95.49,95.12,"Miss"
"Brisbane Bullets","2pt","Layup",83.62,50.81,"Make"
"Melbourne United","2pt","Dunk",8.08,44.17,"Make"
"Brisbane Bullets","3pt","Jump Shot",70.16,74.93,"Make"
"Melbourne United","3pt","Jump Shot",26.35,78.05,"Miss"
"Melbourne United","3pt","Jump Shot",9.61,2.44,"Miss"
"Melbourne United","2pt","Euro Step",10.7,51.08,"Make"
"Brisbane Bullets","3pt","Jump Shot",70.09,71.82,"Miss"
"Brisbane Bullets","2pt","Driving Layup",92.65,42.01,"Miss"
"Melbourne United","2pt","Driving Layup",7.06,46.88,"Make"
"Brisbane Bullets","2pt","Jump Shot",91.85,46.88,"Miss"
"Melbourne United","2pt","Layup",12.74,46.48,"Miss"
"Brisbane Bullets","2pt","Tip In",95,50,"Miss"
"Brisbane Bullets","3pt","Jump Shot",75.04,13.41,"Miss"
"Melbourne United","3pt","Jump Shot",27.22,83.88,"Miss"
"Brisbane Bullets","3pt","Jump Shot",73.07,19.24,"Miss"
"Melbourne United","3pt","Jump Shot",29.48,77.51,"Make"
"Brisbane Bullets","3pt","Jump Shot",70.96,16.12,"Miss"
"Melbourne United","3pt","Jump Shot",32.24,83.47,"Make"
"Brisbane Bullets","2pt","Layup",90.47,55.01,"Miss"
"Melbourne United","3pt","Jump Shot",22.93,10.43,"Miss"
"Brisbane Bullets","3pt","Jump Shot",93.09,96.88,"Miss"
"Melbourne United","2pt","Layup",11.57,48.24,"Make"
"Brisbane Bullets","2pt","Turn Around Jump Shot",85.23,47.02,"Make"
"Melbourne United","2pt","Driving Layup",8.37,49.46,"Make"
"Melbourne United","2pt","Floating Jump Shot",11.57,41.06,"Make"
"Brisbane Bullets","2pt","Driving Layup",83.62,43.77,"Make"
"Melbourne United","2pt","Layup",14.05,46.21,"Miss"
"Brisbane Bullets","2pt","Driving Layup",91.48,48.24,"Miss"
"Melbourne United","2pt","Dunk",9.61,48.78,"Make"
"Melbourne United","3pt","Jump Shot",21.18,89.16,"Miss"
"Brisbane Bullets","2pt","Driving Layup",87.99,46.34,"Make"
"Melbourne United","3pt","Jump Shot",22.34,88.75,"Make"
"Brisbane Bullets","2pt","Driving Layup",84.21,55.56,"Miss"
"Melbourne United","2pt","Hook Shot",9.39,53.93,"Miss"
"Melbourne United","3pt","Jump Shot",59.1,11.79,"Make"
"Brisbane Bullets","3pt","Jump Shot",12.59,95.26,"Miss"
"Melbourne United","3pt","Jump Shot",67.39,60.98,"Make"
"Brisbane Bullets","2pt","Driving Layup",8.08,52.57,"Make"
"Brisbane Bullets","2pt","Driving Layup",5.46,43.36,"Miss"
"Melbourne United","2pt","Driving Layup",88.28,47.83,"Miss"
"Brisbane Bullets","3pt","Jump Shot",25.98,16.12,"Miss"
"Brisbane Bullets","2pt","Layup",6.84,58.67,"Miss"
"Melbourne United","2pt","Driving Layup",91.27,44.44,"Make"
"Brisbane Bullets","3pt","Jump Shot",28.89,74.93,"Make"
"Melbourne United","3pt","Jump Shot",71.69,16.67,"Miss"
"Melbourne United","2pt","Pull Up Jump Shot",81.15,60.03,"Make"
"Brisbane Bullets","3pt","Jump Shot",23.51,11.11,"Make"
"Melbourne United","2pt","Layup",82.82,58.94,"Make"
"Brisbane Bullets","3pt","Jump Shot",31.22,36.31,"Make"
"Brisbane Bullets","2pt","Turn Around Jump Shot",5.17,76.15,"Miss"
"Brisbane Bullets","3pt","Jump Shot",7.13,95.93,"Miss"
"Melbourne United","2pt","Driving Layup",86.32,48.37,"Miss"
"Brisbane Bullets","2pt","Driving Layup",14.92,41.73,"Miss"
"Melbourne United","2pt","Tip In",95,50,"Miss"
"Melbourne United","2pt","Jump Shot",87.63,57.18,"Miss"
"Melbourne United","2pt","Driving Layup",87.77,48.92,"Make"
"Melbourne United","2pt","Pull Up Jump Shot",80.42,57.32,"Make"
"Melbourne United","3pt","Jump Shot",65.79,61.65,"Miss"
"Brisbane Bullets","2pt","Layup",10.84,48.51,"Make"
"Brisbane Bullets","3pt","Jump Shot",28.31,78.86,"Miss"
"Melbourne United","3pt","Jump Shot",68.92,57.32,"Make"
"Brisbane Bullets","2pt","Reverse Layup",7.13,53.93,"Make"
"Melbourne United","2pt","Driving Layup",89.67,42.41,"Miss"
"Melbourne United","3pt","Jump Shot",72.34,71.82,"Make"
"Brisbane Bullets","3pt","Jump Shot",32.97,65.31,"Miss"
"Brisbane Bullets","2pt","Jump Shot",15.57,50.95,"Miss"
"Melbourne United","2pt","Driving Layup",83.92,49.73,"Make"
"Brisbane Bullets","2pt","Layup",9.97,47.43,"Make"
"Melbourne United","2pt","Layup",89.3,45.39,"Miss"
"Brisbane Bullets","3pt","Jump Shot",27.22,80.22,"Miss"
"Melbourne United","2pt","Layup",91.85,58.4,"Miss"
"Melbourne United","3pt","Jump Shot",67.98,44.04,"Make"
"Melbourne United","3pt","Jump Shot",71.18,74.39,"Miss"
"Melbourne United","2pt","Reverse Layup",90.68,45.66,"Miss"
"Brisbane Bullets","3pt","Jump Shot",25.04,82.93,"Miss"
"Melbourne United","3pt","Jump Shot",68.34,21.14,"Make"
"Brisbane Bullets","3pt","Jump Shot",27.58,20.33,"Miss"
"Melbourne United","3pt","Jump Shot",71.76,79.81,"Make"
"Brisbane Bullets","2pt","Pull Up Jump Shot",22.13,39.57,"Miss"
"Melbourne United","3pt","Jump Shot",68.05,69.92,"Miss"
"Brisbane Bullets","2pt","Layup",10.33,59.35,"Make"
"Melbourne United","2pt","Hook Shot",82.31,50.54,"Make"
"Brisbane Bullets","2pt","Driving Layup",11.06,50.95,"Make"
"Brisbane Bullets","2pt","Layup",10.41,50.41,"Miss"
"Melbourne United","3pt","Jump Shot",91.85,2.44,"Make"
"Brisbane Bullets","2pt","Driving Layup",9.39,55.15,"Miss"
"Melbourne United","3pt","Jump Shot",70.01,31.3,"Miss"
"Brisbane Bullets","3pt","Jump Shot",21.4,89.02,"Make"
"Melbourne United","2pt","Layup",90.61,47.83,"Make"
"Melbourne United","3pt","Jump Shot",74.16,19.11,"Miss"
"Brisbane Bullets","3pt","Jump Shot",29.33,76.69,"Make"
"Melbourne United","2pt","Driving Layup",88.57,48.92,"Miss"
"Brisbane Bullets","2pt","Reverse Layup",4.44,44.85,"Make"
"Melbourne United","2pt","Dunk",95,50,"Make"
"Melbourne United","2pt","Layup",86.39,50,"Miss"
"Melbourne United","3pt","Jump Shot",65.65,51.36,"Make"
"Brisbane Bullets","3pt","Jump Shot",32.97,25.2,"Miss"
"Brisbane Bullets","2pt","Jump Shot",10.99,57.18,"Miss"
"Brisbane Bullets","2pt","Layup",5.97,45.93,"Make"
"Melbourne United","2pt","Driving Layup",88.94,50.54,"Make"
"Tasmania JackJumpers","3pt","Pull Up Jump Shot",17.41,95.02,"Miss"
"Illawarra Hawks","3pt","Pull Up Jump Shot",74.41,11.76,"Miss"
"Tasmania JackJumpers","2pt","Jump Shot",8.66,90.35,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",15.95,94.42,"Miss"
"Tasmania JackJumpers","3pt","Pull Up Jump Shot",24.78,12.52,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",23.56,89.74,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",11.74,3.47,"Miss"
"Illawarra Hawks","3pt","Jump Shot",81.05,8.75,"Miss"
"Tasmania JackJumpers","2pt","Driving Layup",6.56,54.9,"Miss"
"Illawarra Hawks","3pt","Pull Up Jump Shot",60.32,33.33,"Miss"
"Tasmania JackJumpers","3pt","Pull Up Jump Shot",33.28,57.77,"Make"
"Illawarra Hawks","2pt","Dunk",92.87,47.36,"Make"
"Tasmania JackJumpers","2pt","Layup",7.29,54.15,"Miss"
"Tasmania JackJumpers","2pt","Pull Up Jump Shot",10.36,22.02,"Make"
"Illawarra Hawks","3pt","Pull Up Jump Shot",94.57,96.53,"Miss"
"Illawarra Hawks","2pt","Floating Jump Shot",82.35,51.43,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",8.5,96.38,"Miss"
"Illawarra Hawks","2pt","Tip In",95,50,"Make"
"Illawarra Hawks","2pt","Reverse Layup",92.71,55.2,"Miss"
"Tasmania JackJumpers","2pt","Layup",8.74,52.19,"Make"
"Illawarra Hawks","2pt","Layup",90.28,46.46,"Make"
"Tasmania JackJumpers","2pt","Reverse Layup",6.23,58.22,"Make"
"Illawarra Hawks","3pt","Pull Up Jump Shot",85.34,3.77,"Miss"
"Tasmania JackJumpers","3pt","Pull Up Jump Shot",27.94,20.36,"Miss"
"Illawarra Hawks","2pt","Layup",93.28,54.3,"Make"
"Illawarra Hawks","2pt","Dunk",91.82,48.11,"Make"
"Tasmania JackJumpers","3pt","Pull Up Jump Shot",29.47,80.54,"Make"
"Tasmania JackJumpers","2pt","Layup",7.53,48.11,"Miss"
"Tasmania JackJumpers","2pt","Layup",6.96,46.91,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",16.52,4.98,"Miss"
"Illawarra Hawks","2pt","Turn Around Jump Shot",86.72,67.87,"Make"
"Tasmania JackJumpers","2pt","Pull Up Jump Shot",17.09,21.87,"Make"
"Illawarra Hawks","3pt","Jump Shot",70.04,76.62,"Miss"
"Tasmania JackJumpers","2pt","Floating Jump Shot",6.4,61.84,"Make"
"Illawarra Hawks","2pt","Layup",91.98,47.51,"Make"
"Illawarra Hawks","3pt","Jump Shot",81.3,91.7,"Miss"
"Tasmania JackJumpers","2pt","Step Back Jump Shot",11.98,65.16,"Miss"
"Tasmania JackJumpers","3pt","Pull Up Jump Shot",27.45,87.03,"Miss"
"Illawarra Hawks","2pt","Driving Layup",92.55,52.79,"Miss"
"Tasmania JackJumpers","3pt","Pull Up Jump Shot",26.88,11.92,"Miss"
"Illawarra Hawks","3pt","Pull Up Jump Shot",67.61,66.97,"Miss"
"Tasmania JackJumpers","2pt","Driving Layup",8.91,44.95,"Make"
"Illawarra Hawks","2pt","Driving Layup",91.58,52.64,"Make"
"Tasmania JackJumpers","2pt","Floating Jump Shot",21.78,38.01,"Miss"
"Illawarra Hawks","2pt","Layup",92.71,54.15,"Make"
"Tasmania JackJumpers","2pt","Driving Layup",10.45,52.49,"Make"
"Illawarra Hawks","3pt","Pull Up Jump Shot",76.6,88.69,"Miss"
"Tasmania JackJumpers","3pt","Step Back Jump Shot",30.93,24.59,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",32.87,37.56,"Miss"
"Tasmania JackJumpers","2pt","Driving Layup",7.69,52.34,"Make"
"Illawarra Hawks","2pt","Turn Around Jump Shot",83.32,46.15,"Make"
"Tasmania JackJumpers","2pt","Driving Layup",8.26,54.3,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",32.47,32.43,"Miss"
"Illawarra Hawks","3pt","Jump Shot",69.55,69.98,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",7.13,96.98,"Make"
"Illawarra Hawks","2pt","Layup",92.55,54,"Make"
"Tasmania JackJumpers","3pt","Pull Up Jump Shot",33.04,36.8,"Miss"
"Illawarra Hawks","2pt","Driving Layup",89.07,49.32,"Make"
"Tasmania JackJumpers","2pt","Turn Around Jump Shot",10.69,58.22,"Make"
"Illawarra Hawks","2pt","Driving Layup",91.5,47.66,"Make"
"Tasmania JackJumpers","2pt","Driving Layup",6.88,47.06,"Make"
"Illawarra Hawks","2pt","Layup",91.42,51.28,"Make"
"Tasmania JackJumpers","2pt","Tip In",5,50,"Make"
"Tasmania JackJumpers","2pt","Driving Layup",8.66,46.15,"Miss"
"Illawarra Hawks","2pt","Driving Layup",92.39,55.66,"Miss"
"Tasmania JackJumpers","2pt","Fade Away",14.98,52.04,"Miss"
"Illawarra Hawks","2pt","Layup",94.25,47.81,"Make"
"Tasmania JackJumpers","2pt","Turn Around Jump Shot",14.41,46,"Miss"
"Illawarra Hawks","2pt","Reverse Layup",93.36,45.4,"Make"
"Tasmania JackJumpers","3pt","Pull Up Jump Shot",33.77,66.67,"Miss"
"Illawarra Hawks","3pt","Pull Up Jump Shot",74.66,13.12,"Miss"
"Tasmania JackJumpers","3pt","Pull Up Jump Shot",35.71,45.1,"Miss"
"Tasmania JackJumpers","2pt","Turn Around Jump Shot",10.69,21.27,"Make"
"Illawarra Hawks","2pt","Jump Shot",76.44,45.55,"Make"
"Illawarra Hawks","3pt","Pull Up Jump Shot",62.83,36.95,"Miss"
"Tasmania JackJumpers","3pt","Step Back Jump Shot",22.59,8.6,"Make"
"Illawarra Hawks","2pt","Dunk",91.5,49.77,"Make"
"Tasmania JackJumpers","2pt","Turn Around Jump Shot",13.2,44.34,"Make"
"Illawarra Hawks","2pt","Dunk",6.56,52.64,"Make"
"Tasmania JackJumpers","2pt","Pull Up Jump Shot",84.05,41.18,"Miss"
"Illawarra Hawks","2pt","Layup",8.91,46.15,"Make"
"Tasmania JackJumpers","2pt","Layup",92.79,46.46,"Make"
"Illawarra Hawks","2pt","Layup",8.58,53.39,"Make"
"Tasmania JackJumpers","2pt","Layup",92.47,55.96,"Make"
"Illawarra Hawks","3pt","Pull Up Jump Shot",4.53,3.32,"Miss"
"Tasmania JackJumpers","2pt","Layup",92.79,44.8,"Make"
"Illawarra Hawks","2pt","Driving Layup",8.26,43.44,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",69.23,80.09,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",71.98,83.41,"Make"
"Illawarra Hawks","3pt","Pull Up Jump Shot",32.55,63.35,"Miss"
"Tasmania JackJumpers","2pt","Pull Up Jump Shot",84.94,54.45,"Make"
"Illawarra Hawks","2pt","Layup",11.98,52.49,"Make"
"Illawarra Hawks","2pt","Reverse Layup",7.45,54.45,"Make"
"Tasmania JackJumpers","2pt","Turn Around Jump Shot",90.53,37.41,"Miss"
"Illawarra Hawks","3pt","Pull Up Jump Shot",19.76,92.76,"Make"
"Tasmania JackJumpers","2pt","Fade Away",85.18,31.07,"Miss"
"Illawarra Hawks","2pt","Floating Jump Shot",16.44,60.48,"Make"
"Illawarra Hawks","3pt","Jump Shot",11.9,3.17,"Make"
"Illawarra Hawks","3pt","Pull Up Jump Shot",34.01,51.58,"Miss"
"Illawarra Hawks","2pt","Driving Layup",8.83,47.66,"Miss"
"Tasmania JackJumpers","2pt","Pull Up Jump Shot",82.11,48.57,"Miss"
"Illawarra Hawks","3pt","Pull Up Jump Shot",32.71,34.24,"Make"
"Tasmania JackJumpers","2pt","Reverse Layup",92.39,45.55,"Make"
"Illawarra Hawks","2pt","Driving Layup",6.48,54.15,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",75.79,13.42,"Miss"
"Illawarra Hawks","2pt","Reverse Layup",6.8,54.9,"Make"
"Tasmania JackJumpers","2pt","Pull Up Jump Shot",83.08,36.95,"Miss"
"Illawarra Hawks","2pt","Pull Up Jump Shot",14.57,14.03,"Make"
"Illawarra Hawks","2pt","Layup",12.79,45.85,"Miss"
"Tasmania JackJumpers","3pt","Step Back Jump Shot",67.37,60.33,"Miss"
"Tasmania JackJumpers","2pt","Driving Layup",90.69,54.9,"Miss"
"Tasmania JackJumpers","3pt","Pull Up Jump Shot",74.41,14.78,"Miss"
"Illawarra Hawks","3pt","Step Back Jump Shot",22.91,89.89,"Miss"
"Tasmania JackJumpers","2pt","Tip In",95,50,"Make"
"Tasmania JackJumpers","2pt","Layup",87.77,28.36,"Miss"
"Illawarra Hawks","3pt","Jump Shot",31.58,9.05,"Make"
"Tasmania JackJumpers","3pt","Pull Up Jump Shot",66.07,39.52,"Make"
"Illawarra Hawks","2pt","Layup",7.37,53.39,"Make"
"Tasmania JackJumpers","2pt","Pull Up Jump Shot",83.48,28.51,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",85.02,4.83,"Miss"
"Illawarra Hawks","2pt","Layup",8.66,46.61,"Make"
"Illawarra Hawks","3pt","Pull Up Jump Shot",25.26,83.86,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",76.19,11.31,"Make"
"Illawarra Hawks","2pt","Layup",8.18,53.7,"Make"
"Illawarra Hawks","2pt","Tip In",5,50,"Make"
"Illawarra Hawks","2pt","Layup",7.29,54,"Miss"
"Tasmania JackJumpers","2pt","Driving Layup",91.58,46,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",85.26,4.22,"Miss"
"Illawarra Hawks","2pt","Driving Layup",8.18,48.11,"Make"
"Tasmania JackJumpers","2pt","Floating Jump Shot",82.59,50.83,"Make"
"Illawarra Hawks","2pt","Driving Layup",8.26,55.66,"Make"
"Tasmania JackJumpers","2pt","Floating Jump Shot",85.99,39.97,"Miss"
"Tasmania JackJumpers","2pt","Hook Shot",90.36,44.34,"Miss"
"Illawarra Hawks","2pt","Tip In",5,50,"Miss"
"Illawarra Hawks","2pt","Layup",10.12,52.04,"Miss"
"Illawarra Hawks","2pt","Layup",7.04,47.81,"Miss"
"Illawarra Hawks","3pt","Jump Shot",26.96,19.16,"Miss"
"Tasmania JackJumpers","3pt","Pull Up Jump Shot",68.74,31.98,"Make"
"Illawarra Hawks","2pt","Step Back Jump Shot",3.59,86.67,"Make"
"Tasmania JackJumpers","2pt","Layup",91.9,53.39,"Make"
"Tasmania JackJumpers","2pt","Driving Layup",90.28,51.73,"Miss"
"Illawarra Hawks","2pt","Driving Layup",7.53,55.35,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",67.45,65.91,"Miss"
"Illawarra Hawks","2pt","Pull Up Jump Shot",17.33,59.88,"Miss"
"Tasmania JackJumpers","2pt","Jump Shot",91.82,42.38,"Miss"
"Illawarra Hawks","3pt","Jump Shot",30.2,25.64,"Make"
"Tasmania JackJumpers","3pt","Pull Up Jump Shot",67.61,75.41,"Miss"
"Tasmania JackJumpers","2pt","Pull Up Jump Shot",81.21,24.89,"Make"
"Tasmania JackJumpers","2pt","Tip In",95,50,"Make"
"Illawarra Hawks","2pt","Tip In",5,50,"Make"
"Illawarra Hawks","3pt","Jump Shot",27.77,82.81,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",66.8,53.09,"Make"
"Illawarra Hawks","3pt","Jump Shot",26.8,83.41,"Make"
"Tasmania JackJumpers","2pt","Turn Around Jump Shot",86.88,50.08,"Make"
"Illawarra Hawks","2pt","Layup",12.96,50.83,"Miss"
"Adelaide 36ers","3pt","Jump Shot",14.99,96.07,"Make"
"Adelaide 36ers","2pt","Layup",10.41,50,"Make"
"Adelaide 36ers","2pt","Fade Away",21.18,50,"Miss"
"Adelaide 36ers","3pt","Jump Shot",27.95,9.76,"Make"
"Sydney Kings","2pt","Dunk",90.47,50,"Make"
"Adelaide 36ers","2pt","Driving Layup",7.06,50.14,"Make"
"Sydney Kings","2pt","Driving Layup",87.55,52.17,"Make"
"Adelaide 36ers","2pt","Layup",9.1,49.73,"Make"
"Sydney Kings","2pt","Pull Up Jump Shot",76.2,41.33,"Miss"
"Adelaide 36ers","2pt","Reverse Layup",10.48,44.58,"Make"
"Sydney Kings","2pt","Pull Up Jump Shot",77.58,64.5,"Make"
"Adelaide 36ers","3pt","Jump Shot",8.88,97.29,"Miss"
"Sydney Kings","2pt","Tip In",95,50,"Miss"
"Sydney Kings","2pt","Jump Shot",88.36,48.51,"Miss"
"Sydney Kings","2pt","Floating Jump Shot",84.57,31.3,"Miss"
"Adelaide 36ers","2pt","Driving Layup",10.63,44.04,"Make"
"Adelaide 36ers","3pt","Jump Shot",27,82.52,"Miss"
"Sydney Kings","3pt","Jump Shot",69.72,24.39,"Miss"
"Sydney Kings","3pt","Jump Shot",93.74,95.66,"Miss"
"Adelaide 36ers","3pt","Jump Shot",11.79,2.71,"Make"
"Sydney Kings","3pt","Pull Up Jump Shot",68.2,34.69,"Miss"
"Adelaide 36ers","3pt","Jump Shot",26.78,15.58,"Miss"
"Adelaide 36ers","2pt","Jump Shot",13.68,17.07,"Miss"
"Adelaide 36ers","3pt","Jump Shot",29.48,75.47,"Miss"
"Sydney Kings","2pt","Driving Layup",86.32,54.07,"Miss"
"Sydney Kings","3pt","Jump Shot",67.9,40.11,"Miss"
"Adelaide 36ers","3pt","Pull Up Jump Shot",25.25,14.36,"Miss"
"Sydney Kings","2pt","Dunk",93.01,50,"Make"
"Sydney Kings","2pt","Driving Layup",86.75,40.24,"Miss"
"Adelaide 36ers","3pt","Pull Up Jump Shot",32.68,45.39,"Make"
"Sydney Kings","2pt","Tip In",95,50,"Miss"
"Sydney Kings","2pt","Jump Shot",80.64,40.51,"Miss"
"Sydney Kings","2pt","Fade Away",79.77,53.66,"Miss"
"Adelaide 36ers","2pt","Jump Shot",17.76,47.29,"Miss"
"Sydney Kings","3pt","Jump Shot",69.51,68.56,"Make"
"Adelaide 36ers","2pt","Jump Shot",15.79,83.74,"Make"
"Sydney Kings","2pt","Reverse Layup",90.83,51.63,"Make"
"Adelaide 36ers","3pt","Jump Shot",14.7,4.88,"Make"
"Sydney Kings","3pt","Jump Shot",69.65,17.07,"Miss"
"Adelaide 36ers","3pt","Jump Shot",21.18,89.57,"Miss"
"Sydney Kings","2pt","Dunk",91.34,49.05,"Make"
"Adelaide 36ers","2pt","Driving Layup",7.71,61.92,"Miss"
"Sydney Kings","3pt","Jump Shot",71.47,75.34,"Miss"
"Adelaide 36ers","3pt","Pull Up Jump Shot",30.06,64.09,"Miss"
"Sydney Kings","2pt","Pull Up Jump Shot",83.84,53.66,"Miss"
"Adelaide 36ers","2pt","Layup",9.61,52.3,"Make"
"Sydney Kings","3pt","Jump Shot",84.79,5.56,"Make"
"Adelaide 36ers","3pt","Jump Shot",18.34,10.7,"Make"
"Adelaide 36ers","2pt","Floating Jump Shot",13.39,49.19,"Make"
"Sydney Kings","2pt","Dunk",89.96,52.17,"Make"
"Sydney Kings","2pt","Layup",90.1,45.8,"Make"
"Adelaide 36ers","3pt","Jump Shot",25.25,9.76,"Miss"
"Sydney Kings","3pt","Jump Shot",72.93,18.7,"Miss"
"Adelaide 36ers","3pt","Jump Shot",26.86,13.82,"Miss"
"Adelaide 36ers","2pt","Tip In",5,50,"Miss"
"Adelaide 36ers","2pt","Layup",8.3,43.63,"Miss"
"Sydney Kings","3pt","Jump Shot",67.32,51.22,"Make"
"Adelaide 36ers","2pt","Jump Shot",20.16,34.69,"Miss"
"Sydney Kings","3pt","Jump Shot",71.47,74.25,"Miss"
"Adelaide 36ers","2pt","Jump Shot",14.92,44.44,"Miss"
