"Team","Shot_Type","Sub_Type","X","Y","Shot_Outcome"
"Sydney Kings","2pt","Layup",93.85,49.32,"Make"
"Sydney Kings","2pt","Layup",89.47,41.78,"Make"
"Sydney Kings","3pt","Jump Shot",74.17,15.54,"Make"
"Sydney Kings","2pt","Dunk",88.74,44.34,"Miss"
"New Zealand Breakers","3pt","Jump Shot",21.3,91.1,"Make"
"Sydney Kings","3pt","Jump Shot",88.58,4.22,"Miss"
"New Zealand Breakers","2pt","Driving Layup",11.98,43.89,"Miss"
"Sydney Kings","2pt","Hook Shot",87.61,44.8,"Miss"
"Sydney Kings","3pt","Jump Shot",73.68,82.05,"Miss"
"New Zealand Breakers","2pt","Hook Shot",10.85,50.83,"Make"
"Sydney Kings","2pt","Driving Layup",89.31,45.55,"Make"
"New Zealand Breakers","3pt","Jump Shot",30.2,22.47,"Miss"
"Illawarra Hawks","3pt","Jump Shot",68.99,48.42,"Miss"
"Illawarra Hawks","2pt","Floating Jump Shot",80.81,53.85,"Make"
"Illawarra Hawks","3pt","Jump Shot",93.2,2.71,"Miss"
"New Zealand Breakers","3pt","Jump Shot",22.35,86.58,"Miss"
"Illawarra Hawks","3pt","Jump Shot",74.98,16.44,"Make"
"New Zealand Breakers","2pt","Reverse Layup",8.26,42.23,"Make"
"Illawarra Hawks","3pt","Pull Up Jump Shot",72.47,77.38,"Make"
"New Zealand Breakers","3pt","Pull Up Jump Shot",25.34,79.64,"Make"
"Illawarra Hawks","2pt","Jump Shot",83.08,38.16,"Make"
"New Zealand Breakers","2pt","Layup",7.21,57.47,"Make"
"Illawarra Hawks","2pt","Floating Jump Shot",85.02,54.6,"Make"
"Illawarra Hawks","2pt","Driving Layup",92.31,60.63,"Make"
"New Zealand Breakers","2pt","Driving Layup",7.77,57.16,"Make"
"Illawarra Hawks","2pt","Alley Oop",91.74,45.85,"Make"
"New Zealand Breakers","2pt","Layup",9.39,53.7,"Make"
"Illawarra Hawks","3pt","Pull Up Jump Shot",93.2,97.13,"Miss"
"New Zealand Breakers","2pt","Driving Layup",7.61,45.55,"Make"
"New Zealand Breakers","3pt","Jump Shot",24.62,11.92,"Miss"
"Illawarra Hawks","2pt","Dunk",93.44,53.85,"Make"
"New Zealand Breakers","3pt","Jump Shot",19.84,9.65,"Make"
"Illawarra Hawks","3pt","Jump Shot",93.28,4.52,"Make"
"Illawarra Hawks","2pt","Euro Step",85.91,50.23,"Make"
"New Zealand Breakers","3pt","Jump Shot",20.73,9.8,"Make"
"Illawarra Hawks","3pt","Pull Up Jump Shot",72.47,23.53,"Miss"
"New Zealand Breakers","2pt","Driving Layup",8.26,57.16,"Make"
"Illawarra Hawks","2pt","Driving Layup",93.44,57.62,"Make"
"Illawarra Hawks","2pt","Pull Up Jump Shot",96.68,19.46,"Miss"
"New Zealand Breakers","3pt","Jump Shot",30.53,41.93,"Make"
"Illawarra Hawks","3pt","Jump Shot",75.63,14.48,"Miss"
"Illawarra Hawks","2pt","Layup",91.09,56.86,"Make"
"Illawarra Hawks","2pt","Floating Jump Shot",84.21,43.59,"Miss"
"New Zealand Breakers","2pt","Layup",11.34,46.15,"Miss"
"New Zealand Breakers","3pt","Jump Shot",19.92,92.16,"Miss"
"Illawarra Hawks","2pt","Hook Shot",93.93,38.91,"Make"
"New Zealand Breakers","3pt","Jump Shot",5.26,97.74,"Miss"
"Illawarra Hawks","3pt","Jump Shot",65.83,46.46,"Miss"
"New Zealand Breakers","3pt","Jump Shot",15.79,94.72,"Miss"
"Illawarra Hawks","3pt","Jump Shot",69.55,65.61,"Miss"
"Illawarra Hawks","2pt","Reverse Layup",94.33,48.57,"Make"
"New Zealand Breakers","2pt","Driving Layup",6.8,51.28,"Make"
"Illawarra Hawks","2pt","Driving Layup",91.17,52.04,"Make"
"New Zealand Breakers","3pt","Jump Shot",19.6,9.5,"Miss"
"Illawarra Hawks","3pt","Jump Shot",73.36,18.25,"Miss"
"New Zealand Breakers","3pt","Step Back Jump Shot",21.21,89.44,"Miss"
"Illawarra Hawks","2pt","Driving Layup",91.09,54.45,"Make"
"New Zealand Breakers","3pt","Jump Shot",28.99,26.24,"Miss"
"Illawarra Hawks","2pt","Euro Step",92.79,53.85,"Make"
"New Zealand Breakers","2pt","Reverse Layup",5.43,56.86,"Miss"
"Illawarra Hawks","2pt","Dunk",93.85,54.45,"Make"
"Illawarra Hawks","3pt","Jump Shot",77.17,87.93,"Miss"
"New Zealand Breakers","2pt","Pull Up Jump Shot",18.62,64.4,"Miss"
"New Zealand Breakers","3pt","Jump Shot",15.63,95.17,"Miss"
"Illawarra Hawks","2pt","Layup",90.45,46.3,"Make"
"New Zealand Breakers","2pt","Floating Jump Shot",17.25,53.39,"Make"
"Illawarra Hawks","3pt","Fade Away",84.21,94.87,"Make"
"New Zealand Breakers","2pt","Layup",8.42,57.32,"Make"
"Illawarra Hawks","2pt","Layup",92.96,61.69,"Miss"
"New Zealand Breakers","2pt","Driving Layup",8.99,55.51,"Make"
"Illawarra Hawks","2pt","Floating Jump Shot",88.42,71.95,"Make"
"New Zealand Breakers","3pt","Jump Shot",28.02,77.68,"Make"
"New Zealand Breakers","2pt","Layup",7.53,54.15,"Make"
"New Zealand Breakers","2pt","Fade Away",18.06,76.62,"Miss"
"Illawarra Hawks","3pt","Jump Shot",92.71,3.62,"Miss"
"New Zealand Breakers","2pt","Driving Layup",8.58,57.16,"Make"
"Illawarra Hawks","3pt","Jump Shot",77.33,13.57,"Miss"
"Illawarra Hawks","3pt","Jump Shot",77.73,11.46,"Miss"
"New Zealand Breakers","2pt","Layup",11.82,46.3,"Make"
"New Zealand Breakers","3pt","Jump Shot",24.05,83.56,"Miss"
"Illawarra Hawks","2pt","Floating Jump Shot",79.68,43.89,"Make"
"New Zealand Breakers","2pt","Pull Up Jump Shot",20.4,62.75,"Make"
"Illawarra Hawks","3pt","Jump Shot",93.2,3.77,"Make"
"New Zealand Breakers","3pt","Pull Up Jump Shot",29.72,69.68,"Miss"
"New Zealand Breakers","2pt","Floating Jump Shot",82.91,56.11,"Miss"
"Illawarra Hawks","2pt","Hook Shot",14.49,46.91,"Make"
"New Zealand Breakers","3pt","Pull Up Jump Shot",68.42,48.11,"Miss"
"Illawarra Hawks","2pt","Jump Shot",6.48,8.75,"Miss"
"New Zealand Breakers","3pt","Jump Shot",72.96,80.54,"Miss"
"Illawarra Hawks","2pt","Fade Away",15.71,42.84,"Make"
"New Zealand Breakers","2pt","Floating Jump Shot",94.09,46.46,"Make"
"New Zealand Breakers","2pt","Floating Jump Shot",87.85,67.72,"Miss"
"New Zealand Breakers","2pt","Layup",89.07,44.49,"Make"
"Illawarra Hawks","2pt","Driving Layup",10.2,65.01,"Make"
"Illawarra Hawks","2pt","Fade Away",5.75,69.98,"Miss"
"Illawarra Hawks","2pt","Driving Layup",11.66,45.55,"Miss"
"New Zealand Breakers","3pt","Jump Shot",77.57,12.37,"Make"
"Illawarra Hawks","2pt","Pull Up Jump Shot",17.49,52.19,"Make"
"New Zealand Breakers","2pt","Dunk",92.47,47.66,"Make"
"New Zealand Breakers","2pt","Pull Up Jump Shot",77.81,74.51,"Miss"
"New Zealand Breakers","3pt","Jump Shot",81.3,9.2,"Miss"
"New Zealand Breakers","3pt","Jump Shot",94.01,96.53,"Miss"
"Illawarra Hawks","2pt","Layup",13.68,43.89,"Miss"
"Illawarra Hawks","3pt","Jump Shot",32.55,23.68,"Miss"
"New Zealand Breakers","2pt","Euro Step",87.85,50.08,"Miss"
"Illawarra Hawks","3pt","Jump Shot",22.75,14.63,"Miss"
"New Zealand Breakers","3pt","Jump Shot",81.62,6.79,"Miss"
"Illawarra Hawks","2pt","Floating Jump Shot",15.14,41.48,"Miss"
"Illawarra Hawks","3pt","Jump Shot",19.6,7.99,"Miss"
"New Zealand Breakers","3pt","Jump Shot",68.66,57.77,"Make"
"New Zealand Breakers","3pt","Step Back Jump Shot",74.66,81.3,"Miss"
"Illawarra Hawks","2pt","Layup",7.29,56.11,"Make"
"New Zealand Breakers","2pt","Turn Around Jump Shot",86.4,49.77,"Miss"
"Illawarra Hawks","3pt","Jump Shot",25.1,15.23,"Make"
"New Zealand Breakers","3pt","Pull Up Jump Shot",57,49.77,"Make"
"New Zealand Breakers","3pt","Jump Shot",76.03,86.73,"Miss"
"Illawarra Hawks","3pt","Jump Shot",4.37,97.74,"Make"
"New Zealand Breakers","3pt","Pull Up Jump Shot",72.63,76.32,"Miss"
"Illawarra Hawks","2pt","Euro Step",8.18,45.55,"Make"
"New Zealand Breakers","3pt","Jump Shot",93.68,4.68,"Miss"
"Illawarra Hawks","2pt","Tip In",5,50,"Miss"
"Illawarra Hawks","2pt","Layup",9.55,45.85,"Miss"
"New Zealand Breakers","2pt","Pull Up Jump Shot",86.56,24.43,"Make"
"Illawarra Hawks","2pt","Layup",6.72,56.11,"Make"
"New Zealand Breakers","2pt","Driving Layup",90.36,67.87,"Miss"
"Illawarra Hawks","2pt","Driving Layup",8.83,57.01,"Make"
"Illawarra Hawks","3pt","Jump Shot",7.21,3.62,"Miss"
"New Zealand Breakers","2pt","Driving Layup",91.26,38.01,"Miss"
"Illawarra Hawks","2pt","Driving Layup",8.91,54.9,"Make"
"New Zealand Breakers","3pt","Jump Shot",85.1,4.83,"Miss"
"New Zealand Breakers","2pt","Pull Up Jump Shot",85.83,20.21,"Miss"
"Illawarra Hawks","3pt","Jump Shot",10.04,4.68,"Miss"
"New Zealand Breakers","2pt","Driving Layup",88.58,53.24,"Make"
"New Zealand Breakers","3pt","Jump Shot",95.3,97.74,"Make"
"New Zealand Breakers","2pt","Dunk",92.79,45.4,"Make"
"Illawarra Hawks","3pt","Jump Shot",30.93,44.65,"Miss"
"New Zealand Breakers","2pt","Layup",88.91,45.7,"Make"
"Illawarra Hawks","2pt","Driving Layup",9.07,46.15,"Miss"
"New Zealand Breakers","2pt","Dunk",91.09,47.21,"Make"
"Illawarra Hawks","2pt","Layup",9.23,56.56,"Make"
"Illawarra Hawks","2pt","Driving Layup",7.37,43.29,"Make"
"New Zealand Breakers","3pt","Step Back Jump Shot",88.66,97.13,"Miss"
"Illawarra Hawks","3pt","Jump Shot",18.87,7.84,"Make"
"New Zealand Breakers","2pt","Pull Up Jump Shot",80.57,73.45,"Make"
"New Zealand Breakers","2pt","Turn Around Jump Shot",89.96,61.69,"Make"
"Illawarra Hawks","3pt","Jump Shot",4.29,96.23,"Make"
"New Zealand Breakers","3pt","Jump Shot",74.17,17.65,"Make"
"Illawarra Hawks","2pt","Euro Step",8.26,46.46,"Make"
"Illawarra Hawks","2pt","Driving Layup",9.72,65.16,"Miss"
"New Zealand Breakers","2pt","Euro Step",86.72,47.51,"Make"
"Brisbane Bullets","3pt","Jump Shot",72.79,76.62,"Make"
"Sydney Kings","3pt","Jump Shot",30.61,14.63,"Make"
"Brisbane Bullets","3pt","Jump Shot",92.23,3.62,"Miss"
"Sydney Kings","2pt","Driving Layup",7.45,45.4,"Make"
"Brisbane Bullets","2pt","Jump Shot",93.77,79.19,"Miss"
"Sydney Kings","2pt","Driving Layup",10.2,43.14,"Make"
"Sydney Kings","2pt","Pull Up Jump Shot",24.13,39.67,"Miss"
"Brisbane Bullets","2pt","Driving Layup",89.64,44.04,"Miss"
"Brisbane Bullets","3pt","Step Back Jump Shot",78.06,88.69,"Miss"
"Sydney Kings","2pt","Reverse Layup",8.66,56.41,"Make"
"Brisbane Bullets","2pt","Hook Shot",91.66,53.7,"Make"
"Sydney Kings","2pt","Layup",13.36,54,"Miss"
"Brisbane Bullets","2pt","Driving Layup",90.04,38.31,"Make"
"Sydney Kings","2pt","Layup",5.51,57.77,"Make"
"Brisbane Bullets","3pt","Jump Shot",65.91,57.16,"Make"
"Sydney Kings","3pt","Jump Shot",23.4,84.62,"Miss"
"Brisbane Bullets","2pt","Driving Layup",93.6,42.84,"Miss"
"Sydney Kings","2pt","Layup",8.99,47.51,"Make"
"Sydney Kings","2pt","Driving Layup",10.69,45.4,"Miss"
"Brisbane Bullets","2pt","Driving Layup",90.53,60.48,"Miss"
"Sydney Kings","2pt","Layup",9.88,49.62,"Make"
"Brisbane Bullets","3pt","Jump Shot",65.59,44.19,"Miss"
"Sydney Kings","3pt","Jump Shot",25.59,16.44,"Miss"
"Sydney Kings","2pt","Floating Jump Shot",15.3,45.7,"Miss"
"Brisbane Bullets","2pt","Hook Shot",91.01,60.03,"Miss"
"Sydney Kings","3pt","Jump Shot",5.43,97.13,"Miss"
"Brisbane Bullets","2pt","Layup",91.58,50.08,"Make"
"Brisbane Bullets","3pt","Pull Up Jump Shot",70.36,29.41,"Miss"
"Sydney Kings","2pt","Turn Around Jump Shot",10.85,60.63,"Miss"
"Brisbane Bullets","2pt","Layup",92.55,52.79,"Make"
"Brisbane Bullets","3pt","Step Back Jump Shot",93.85,3.77,"Miss"
"Sydney Kings","2pt","Driving Layup",7.94,47.51,"Make"
"Brisbane Bullets","2pt","Driving Layup",91.58,53.39,"Make"
"Sydney Kings","3pt","Jump Shot",32.23,41.18,"Miss"
"Brisbane Bullets","2pt","Layup",91.5,45.7,"Make"
"Brisbane Bullets","3pt","Pull Up Jump Shot",71.01,24.13,"Miss"
"Brisbane Bullets","2pt","Driving Layup",90.77,44.19,"Make"
"Sydney Kings","2pt","Dunk",6.88,43.74,"Make"
"Sydney Kings","3pt","Jump Shot",20.73,7.24,"Make"
"Sydney Kings","2pt","Layup",5.99,54.45,"Make"
"Brisbane Bullets","3pt","Jump Shot",67.21,18.1,"Miss"
"Sydney Kings","3pt","Jump Shot",28.1,13.73,"Miss"
"Brisbane Bullets","3pt","Jump Shot",93.44,96.68,"Miss"
"Sydney Kings","3pt","Jump Shot",29.8,71.64,"Miss"
"Brisbane Bullets","3pt","Jump Shot",89.64,3.47,"Make"
"Sydney Kings","3pt","Jump Shot",35.55,47.66,"Make"
"Brisbane Bullets","2pt","Pull Up Jump Shot",76.44,53.54,"Miss"
"Sydney Kings","3pt","Jump Shot",29.15,11.01,"Miss"
"Brisbane Bullets","3pt","Jump Shot",82.19,7.99,"Miss"
"Sydney Kings","3pt","Jump Shot",26.56,15.84,"Miss"
"Brisbane Bullets","3pt","Jump Shot",94.57,96.98,"Miss"
"Sydney Kings","2pt","Layup",8.42,52.94,"Make"
"Brisbane Bullets","3pt","Jump Shot",68.5,27.45,"Miss"
"Sydney Kings","3pt","Jump Shot",22.91,11.76,"Make"
"Brisbane Bullets","3pt","Pull Up Jump Shot",69.31,75.26,"Miss"
"Sydney Kings","2pt","Driving Layup",5.75,49.17,"Make"
"Brisbane Bullets","3pt","Jump Shot",70.85,25.04,"Miss"
"Sydney Kings","2pt","Tip In",5,50,"Miss"
"Sydney Kings","2pt","Layup",10.04,50.38,"Miss"
"Brisbane Bullets","2pt","Alley Oop",91.74,57.16,"Make"
"Brisbane Bullets","2pt","Driving Layup",90.53,44.95,"Make"
"Brisbane Bullets","2pt","Jump Shot",76.6,74.06,"Make"
"Sydney Kings","2pt","Dunk",12.06,49.17,"Make"
"Brisbane Bullets","3pt","Jump Shot",75.63,12.37,"Make"
"Sydney Kings","2pt","Euro Step",8.1,45.25,"Make"
"Brisbane Bullets","2pt","Reverse Layup",93.28,53.54,"Make"
"Sydney Kings","2pt","Layup",11.74,46.3,"Miss"
"Sydney Kings","3pt","Jump Shot",27.45,21.42,"Miss"
"Brisbane Bullets","3pt","Jump Shot",73.2,12.37,"Miss"
"Sydney Kings","2pt","Turn Around Jump Shot",11.82,50.23,"Miss"
"Sydney Kings","3pt","Jump Shot",19.51,8.45,"Miss"
"Brisbane Bullets","3pt","Jump Shot",31.09,68.33,"Miss"
"Brisbane Bullets","3pt","Jump Shot",17.49,6.03,"Miss"
"Sydney Kings","3pt","Pull Up Jump Shot",65.75,50.98,"Make"
"Brisbane Bullets","3pt","Pull Up Jump Shot",30.45,27,"Make"
"Sydney Kings","2pt","Driving Layup",90.85,49.62,"Miss"
"Brisbane Bullets","2pt","Layup",8.34,46,"Make"
"Brisbane Bullets","2pt","Layup",9.55,54.15,"Miss"
"Sydney Kings","3pt","Jump Shot",70.53,82.81,"Make"
"Brisbane Bullets","3pt","Jump Shot",27.45,19.76,"Miss"
"Brisbane Bullets","3pt","Jump Shot",34.49,44.19,"Miss"
"Sydney Kings","2pt","Layup",92.39,54.6,"Make"
"Brisbane Bullets","2pt","Pull Up Jump Shot",22.11,60.78,"Miss"
"Sydney Kings","2pt","Layup",90.77,50.83,"Make"
"Sydney Kings","3pt","Jump Shot",69.39,21.42,"Miss"
"Sydney Kings","3pt","Jump Shot",78.06,9.2,"Miss"
"Brisbane Bullets","2pt","Layup",7.77,48.87,"Miss"
"Sydney Kings","3pt","Jump Shot",69.15,66.37,"Make"
"Brisbane Bullets","2pt","Tip In",5,50,"Make"
"Brisbane Bullets","2pt","Turn Around Jump Shot",10.77,47.66,"Miss"
"Brisbane Bullets","3pt","Jump Shot",25.43,84.92,"Miss"
"Sydney Kings","2pt","Pull Up Jump Shot",89.07,56.41,"Miss"
"Brisbane Bullets","3pt","Jump Shot",31.01,62.75,"Make"
"Brisbane Bullets","2pt","Reverse Layup",9.15,51.43,"Make"
"Sydney Kings","2pt","Turn Around Jump Shot",91.26,64.1,"Make"
"Brisbane Bullets","3pt","Jump Shot",7.94,3.32,"Make"
"Sydney Kings","3pt","Jump Shot",71.58,78.88,"Make"
"Brisbane Bullets","2pt","Pull Up Jump Shot",3.08,86.88,"Make"
"Brisbane Bullets","2pt","Pull Up Jump Shot",23.89,70.59,"Miss"
"Sydney Kings","2pt","Dunk",88.5,49.92,"Make"
"Brisbane Bullets","2pt","Hook Shot",11.58,48.27,"Miss"
"Brisbane Bullets","3pt","Jump Shot",28.18,75.11,"Miss"
"Sydney Kings","3pt","Jump Shot",77,11.31,"Miss"
"Sydney Kings","3pt","Jump Shot",92.55,4.07,"Miss"
"Brisbane Bullets","2pt","Hook Shot",9.88,49.62,"Miss"
"Sydney Kings","3pt","Jump Shot",78.3,89.59,"Make"
"Brisbane Bullets","3pt","Jump Shot",9.23,3.47,"Miss"
"Sydney Kings","2pt","Turn Around Jump Shot",91.26,72.1,"Miss"
"Brisbane Bullets","3pt","Jump Shot",12.71,3.47,"Make"
"Brisbane Bullets","2pt","Reverse Layup",5.99,43.89,"Miss"
"Sydney Kings","2pt","Layup",93.12,53.85,"Make"
"Brisbane Bullets","3pt","Jump Shot",14.09,4.52,"Miss"
"Sydney Kings","2pt","Layup",91.58,55.96,"Miss"
"Sydney Kings","3pt","Jump Shot",65.1,49.77,"Miss"
"Brisbane Bullets","3pt","Jump Shot",28.99,73.15,"Miss"
"Sydney Kings","2pt","Driving Layup",93.28,37.41,"Make"
"Brisbane Bullets","2pt","Driving Layup",7.61,46.15,"Make"
"Sydney Kings","3pt","Jump Shot",74.33,17.19,"Make"
"Brisbane Bullets","2pt","Reverse Layup",9.96,49.47,"Make"
"Sydney Kings","2pt","Driving Layup",94.09,47.66,"Make"
"Brisbane Bullets","3pt","Jump Shot",30.28,25.34,"Miss"
"Sydney Kings","2pt","Layup",90.93,49.32,"Make"
"Sydney Kings","3pt","Jump Shot",84.21,95.32,"Make"
"Brisbane Bullets","3pt","Jump Shot",29.55,79.19,"Make"
"Sydney Kings","2pt","Reverse Layup",91.82,41.63,"Miss"
"Brisbane Bullets","2pt","Layup",13.12,48.27,"Miss"
"Sydney Kings","2pt","Driving Layup",87.85,48.27,"Make"
"Brisbane Bullets","2pt","Pull Up Jump Shot",19.92,27.45,"Make"
"Sydney Kings","2pt","Layup",92.63,51.89,"Make"
"Sydney Kings","3pt","Pull Up Jump Shot",72.15,22.62,"Make"
"Brisbane Bullets","3pt","Jump Shot",7.29,3.02,"Miss"
"Sydney Kings","2pt","Dunk",89.23,49.77,"Make"
"Brisbane Bullets","3pt","Jump Shot",28.1,77.83,"Make"
"Sydney Kings","2pt","Pull Up Jump Shot",77.09,47.51,"Miss"
"Brisbane Bullets","3pt","Jump Shot",4.94,96.08,"Make"
"Sydney Kings","2pt","Layup",96.19,44.04,"Miss"
"Brisbane Bullets","3pt","Jump Shot",8.66,98.49,"Miss"
"Brisbane Bullets","3pt","Jump Shot",34.9,50.98,"Make"
"Tasmania JackJumpers","3pt","Step Back Jump Shot",72.56,77.24,"Miss"
"Melbourne United","2pt","Fade Away",21.03,36.18,"Miss"
"Tasmania JackJumpers","2pt","Driving Layup",82.46,44.31,"Miss"
"Tasmania JackJumpers","2pt","Pull Up Jump Shot",78.68,38.35,"Make"
"Melbourne United","3pt","Jump Shot",26.71,81.71,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",68.63,66.67,"Miss"
"Melbourne United","2pt","Tip In",5,50,"Miss"
"Melbourne United","2pt","Reverse Layup",7.79,52.17,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",74.02,19.24,"Make"
"Melbourne United","3pt","Jump Shot",29.55,19.65,"Make"
"Melbourne United","3pt","Jump Shot",30.42,73.44,"Miss"
"Melbourne United","2pt","Driving Layup",8.08,42.41,"Miss"
"Tasmania JackJumpers","2pt","Pull Up Jump Shot",82.82,59.62,"Make"
"Melbourne United","3pt","Jump Shot",30.13,21.68,"Miss"
"Tasmania JackJumpers","2pt","Layup",87.05,45.8,"Make"
"Melbourne United","2pt","Driving Layup",5.6,48.64,"Make"
"Tasmania JackJumpers","3pt","Pull Up Jump Shot",72.42,19.38,"Make"
"Melbourne United","2pt","Floating Jump Shot",17.03,36.31,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",74.31,18.56,"Miss"
"Melbourne United","2pt","Turn Around Jump Shot",4.66,50.14,"Make"
"Tasmania JackJumpers","2pt","Tip In",95,50,"Make"
"Tasmania JackJumpers","2pt","Driving Layup",88.36,49.05,"Miss"
"Melbourne United","2pt","Driving Layup",9.68,51.63,"Miss"
"Melbourne United","2pt","Jump Shot",11.38,44.6,"Miss"
"Tasmania JackJumpers","2pt","Turn Around Jump Shot",89.67,74.8,"Miss"
"Tasmania JackJumpers","2pt","Jump Shot",89.59,23.17,"Miss"
"Melbourne United","2pt","Driving Layup",6.7,45.39,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",68.78,67.34,"Miss"
"Tasmania JackJumpers","2pt","Floating Jump Shot",78.24,49.46,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",83.41,93.9,"Miss"
"Melbourne United","2pt","Turn Around Jump Shot",10.26,24.53,"Make"
"Melbourne United","3pt","Jump Shot",21.32,91.06,"Miss"
"Tasmania JackJumpers","2pt","Jump Shot",76.56,75.88,"Miss"
"Melbourne United","2pt","Layup",16.67,46.07,"Make"
"Melbourne United","3pt","Jump Shot",25.55,82.93,"Miss"
"Tasmania JackJumpers","2pt","Jump Shot",90.83,33.2,"Miss"
"Tasmania JackJumpers","2pt","Pull Up Jump Shot",92.87,13.96,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",73.44,79.67,"Miss"
"Melbourne United","3pt","Pull Up Jump Shot",28.02,19.78,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",72.42,75.61,"Miss"
"Tasmania JackJumpers","2pt","Layup",83.62,45.66,"Miss"
"Melbourne United","3pt","Jump Shot",32.9,38.21,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",72.34,11.79,"Miss"
"Melbourne United","2pt","Layup",8.95,50.54,"Miss"
"Tasmania JackJumpers","2pt","Turn Around Jump Shot",84.93,54.34,"Make"
"Melbourne United","2pt","Pull Up Jump Shot",12.3,66.12,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",77.44,13.14,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",67.47,61.11,"Miss"
"Melbourne United","3pt","Jump Shot",27.51,78.18,"Miss"
"Tasmania JackJumpers","2pt","Driving Layup",90.9,50.27,"Make"
"Tasmania JackJumpers","3pt","Step Back Jump Shot",74.38,78.32,"Miss"
"Melbourne United","2pt","Driving Layup",12.3,52.17,"Make"
"Tasmania JackJumpers","3pt","Pull Up Jump Shot",78.97,14.36,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",68.2,25.07,"Miss"
"Melbourne United","2pt","Turn Around Jump Shot",15.36,51.76,"Make"
"Tasmania JackJumpers","2pt","Floating Jump Shot",85.23,41.73,"Make"
"Melbourne United","2pt","Euro Step",19.07,43.22,"Miss"
"Tasmania JackJumpers","3pt","Pull Up Jump Shot",73.58,89.57,"Miss"
"Melbourne United","2pt","Dunk",6.33,48.24,"Make"
"Tasmania JackJumpers","2pt","Floating Jump Shot",82.39,66.4,"Make"
"Melbourne United","2pt","Floating Jump Shot",18.56,58.54,"Make"
"Tasmania JackJumpers","2pt","Turn Around Jump Shot",92.36,57.59,"Make"
"Melbourne United","2pt","Layup",8.59,53.66,"Miss"
"Melbourne United","3pt","Pull Up Jump Shot",28.97,23.04,"Miss"
"Melbourne United","2pt","Jump Shot",91.56,36.86,"Miss"
"Tasmania JackJumpers","2pt","Driving Layup",10.33,55.28,"Make"
"Melbourne United","2pt","Jump Shot",89.08,52.44,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",21.47,8.4,"Make"
"Melbourne United","2pt","Driving Layup",84.64,59.35,"Make"
"Tasmania JackJumpers","2pt","Fade Away",9.53,46.48,"Make"
"Melbourne United","3pt","Jump Shot",71.18,74.25,"Make"
"Melbourne United","2pt","Jump Shot",89.45,69.78,"Miss"
"Melbourne United","2pt","Driving Layup",88.5,51.22,"Miss"
"Melbourne United","3pt","Jump Shot",84.06,93.77,"Miss"
"Melbourne United","2pt","Layup",89.16,59.35,"Miss"
"Tasmania JackJumpers","2pt","Driving Layup",9.17,61.65,"Miss"
"Melbourne United","3pt","Pull Up Jump Shot",68.27,65.72,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",34.43,36.99,"Make"
"Tasmania JackJumpers","3pt","Step Back Jump Shot",27.51,18.29,"Miss"
"Melbourne United","3pt","Jump Shot",75.91,13.82,"Miss"
"Tasmania JackJumpers","2pt","Pull Up Jump Shot",17.03,25.34,"Make"
"Melbourne United","2pt","Layup",88.14,48.51,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",29.33,22.09,"Miss"
"Melbourne United","3pt","Jump Shot",85.52,96.21,"Make"
"Melbourne United","2pt","Driving Layup",89.88,42.28,"Miss"
"Tasmania JackJumpers","2pt","Driving Layup",7.79,42.28,"Miss"
"Melbourne United","3pt","Jump Shot",76.93,7.18,"Miss"
"Melbourne United","3pt","Jump Shot",73.58,20.6,"Miss"
"Melbourne United","2pt","Floating Jump Shot",86.03,40.79,"Miss"
"Melbourne United","3pt","Jump Shot",70.89,71.41,"Miss"
"Tasmania JackJumpers","2pt","Layup",16.45,46.21,"Make"
"Tasmania JackJumpers","2pt","Tip In",5,50,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",27.29,78.86,"Miss"
"Tasmania JackJumpers","2pt","Reverse Layup",4.22,53.66,"Miss"
"Melbourne United","3pt","Jump Shot",84.93,6.1,"Make"
"Tasmania JackJumpers","2pt","Fade Away",9.68,21.14,"Make"
"Melbourne United","3pt","Jump Shot",75.91,10.16,"Make"
"Tasmania JackJumpers","2pt","Fade Away",7.64,62.06,"Miss"
"Melbourne United","2pt","Pull Up Jump Shot",84.72,51.63,"Make"
"Tasmania JackJumpers","2pt","Turn Around Jump Shot",11.72,47.15,"Miss"
"Melbourne United","2pt","Layup",84.79,44.31,"Miss"
"Tasmania JackJumpers","2pt","Tip In",5,50,"Make"
"Tasmania JackJumpers","2pt","Floating Jump Shot",12.23,58.27,"Miss"
"Melbourne United","2pt","Hook Shot",83.92,46.88,"Make"
"Melbourne United","3pt","Jump Shot",49.13,71.95,"Make"
"Melbourne United","2pt","Floating Jump Shot",83.33,51.49,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",25.84,15.58,"Miss"
